시간,품목,생산필요량,재고,생산량,수주량
2022.6.2 8:00,GEAR_21,150,350,0,150
2022.6.2 8:00,GEAR_42,300,500,0,300
2022.6.2 11:00,GEAR_21,0,0,150,150
2022.6.2 12:00,GEAR_42,0,0,200,300
2022.6.2 14:00,GEAR_21,0,150,150,150
2022.6.2 16:00,GEAR_42,0,100,200,300
2022.6.2 17:00,GEAR_21,0,300,150,150
2022.6.2 20:00,GEAR_42,0,300,200,300
2022.6.3 8:00,GEAR_21,100,300,0,100
2022.6.3 8:00,GEAR_42,400,300,0,400
2022.6.3 11:00,GEAR_21,0,50,150,100
2022.6.3 12:00,GEAR_42,0,0,200,400
2022.6.3 14:00,GEAR_21,0,200,150,100
2022.6.3 16:00,GEAR_42,0,0,200,400
2022.6.3 17:00,GEAR_21,0,350,150,100
2022.6.3 20:00,GEAR_42,0,200,200,400
2022.6.6 8:00,GEAR_42,200,200,0,200
2022.6.6 8:00,GEAR_21,150,350,0,150
2022.6.6 11:00,GEAR_21,0,0,150,150
2022.6.6 12:00,GEAR_42,0,0,200,200
2022.6.6 14:00,GEAR_21,0,150,150,150
2022.6.6 16:00,GEAR_42,0,200,200,200
2022.6.6 17:00,GEAR_21,0,300,150,150
2022.6.6 20:00,GEAR_42,0,400,200,200
2022.6.7 8:00,GEAR_42,200,400,0,200
2022.6.7 8:00,GEAR_21,300,300,0,300
2022.6.7 11:00,GEAR_21,0,0,150,300
2022.6.7 12:00,GEAR_42,0,0,200,200
2022.6.7 14:00,GEAR_21,0,0,150,300
2022.6.7 16:00,GEAR_42,0,200,200,200
2022.6.7 17:00,GEAR_21,0,150,150,300
2022.6.7 20:00,GEAR_42,0,400,200,200
2022.6.8 8:00,GEAR_42,400,400,0,400
2022.6.8 8:00,GEAR_21,150,150,0,150
2022.6.8 11:00,GEAR_21,0,0,150,150
2022.6.8 12:00,GEAR_42,0,0,200,400
2022.6.8 14:00,GEAR_21,0,150,150,150
2022.6.8 16:00,GEAR_42,0,0,200,400
2022.6.8 17:00,GEAR_21,0,300,150,150
2022.6.8 20:00,GEAR_42,0,200,200,400
2022.6.9 8:00,GEAR_21,100,300,0,100
2022.6.9 8:00,GEAR_42,300,200,0,300
2022.6.9 11:00,GEAR_21,0,50,150,100
2022.6.9 12:00,GEAR_42,0,0,200,300
2022.6.9 14:00,GEAR_21,0,200,150,100
2022.6.9 16:00,GEAR_42,0,100,200,300
2022.6.9 17:00,GEAR_21,0,350,150,100
2022.6.9 20:00,GEAR_42,0,300,200,300
2022.6.10 8:00,GEAR_21,150,350,0,150
2022.6.10 8:00,GEAR_42,100,300,0,100
2022.6.10 11:00,GEAR_21,0,0,150,150
2022.6.10 12:00,GEAR_42,0,100,200,100
2022.6.10 14:00,GEAR_21,0,150,150,150
2022.6.10 16:00,GEAR_42,0,300,200,100
2022.6.10 17:00,GEAR_21,0,300,150,150
2022.6.10 20:00,GEAR_42,0,500,200,100
2022.6.13 8:00,GEAR_42,400,500,0,400
2022.6.13 8:00,GEAR_21,100,300,0,100
2022.6.13 11:00,GEAR_21,0,50,150,100
2022.6.13 12:00,GEAR_42,0,0,200,400
2022.6.13 14:00,GEAR_21,0,200,150,100
2022.6.13 16:00,GEAR_42,0,0,200,400
2022.6.13 17:00,GEAR_21,0,350,150,100
2022.6.13 20:00,GEAR_42,0,200,200,400
2022.6.14 8:00,GEAR_42,200,200,0,200
2022.6.14 8:00,GEAR_21,300,350,0,300
2022.6.14 11:00,GEAR_21,0,0,150,300
2022.6.14 12:00,GEAR_42,0,0,200,200
2022.6.14 14:00,GEAR_21,0,0,150,300
2022.6.14 16:00,GEAR_42,0,200,200,200
2022.6.14 17:00,GEAR_21,0,150,150,300
2022.6.14 20:00,GEAR_42,0,400,200,200
2022.6.15 8:00,GEAR_21,200,150,0,200
2022.6.15 8:00,GEAR_42,300,400,0,300
2022.6.15 11:00,GEAR_21,0,0,150,200
2022.6.15 12:00,GEAR_42,0,0,200,300
2022.6.15 14:00,GEAR_21,0,100,150,200
2022.6.15 16:00,GEAR_42,0,100,200,300
2022.6.15 17:00,GEAR_21,0,250,150,200
2022.6.15 20:00,GEAR_42,0,300,200,300
2022.6.16 8:00,GEAR_21,200,250,0,200
2022.6.16 8:00,GEAR_42,200,300,0,200
2022.6.16 11:00,GEAR_21,0,0,150,200
2022.6.16 12:00,GEAR_42,0,0,200,200
2022.6.16 14:00,GEAR_21,0,100,150,200
2022.6.16 16:00,GEAR_42,0,200,200,200
2022.6.16 17:00,GEAR_21,0,250,150,200
2022.6.16 20:00,GEAR_42,0,400,200,200
2022.6.17 8:00,GEAR_21,200,250,0,200
2022.6.17 8:00,GEAR_42,400,400,0,400
2022.6.17 11:00,GEAR_21,0,0,150,200
2022.6.17 12:00,GEAR_42,0,0,200,400
2022.6.17 14:00,GEAR_21,0,100,150,200
2022.6.17 16:00,GEAR_42,0,0,200,400
2022.6.17 17:00,GEAR_21,0,250,150,200
2022.6.17 20:00,GEAR_42,0,200,200,400
2022.6.20 8:00,GEAR_21,200,250,0,200
2022.6.20 8:00,GEAR_42,400,200,0,400
2022.6.20 11:00,GEAR_21,0,0,150,200
2022.6.20 12:00,GEAR_42,0,0,200,400
2022.6.20 14:00,GEAR_21,0,100,150,200
2022.6.20 16:00,GEAR_42,0,0,200,400
2022.6.20 17:00,GEAR_21,0,250,150,200
2022.6.20 20:00,GEAR_42,0,200,200,400
2022.6.21 8:00,GEAR_42,200,200,0,200
2022.6.21 8:00,GEAR_21,300,250,0,300
2022.6.21 11:00,GEAR_21,0,0,150,300
2022.6.21 12:00,GEAR_42,0,0,200,200
2022.6.21 14:00,GEAR_21,0,0,150,300
2022.6.21 16:00,GEAR_42,0,200,200,200
2022.6.21 17:00,GEAR_21,0,150,150,300
2022.6.21 20:00,GEAR_42,0,400,200,200
2022.6.22 8:00,GEAR_21,300,150,0,300
2022.6.22 8:00,GEAR_42,400,400,0,400
2022.6.22 11:00,GEAR_21,0,0,150,300
2022.6.22 12:00,GEAR_42,0,0,200,400
2022.6.22 14:00,GEAR_21,0,0,150,300
2022.6.22 16:00,GEAR_42,0,0,200,400
2022.6.22 17:00,GEAR_21,0,150,150,300
2022.6.22 20:00,GEAR_42,0,200,200,400
2022.6.23 8:00,GEAR_42,100,200,0,100
2022.6.23 8:00,GEAR_21,200,150,0,200
2022.6.23 11:00,GEAR_21,0,0,150,200
2022.6.23 12:00,GEAR_42,0,100,200,100
2022.6.23 14:00,GEAR_21,0,100,150,200
2022.6.23 16:00,GEAR_42,0,300,200,100
2022.6.23 17:00,GEAR_21,0,250,150,200
2022.6.23 20:00,GEAR_42,0,500,200,100
2022.6.24 8:00,GEAR_42,100,500,0,100
2022.6.24 8:00,GEAR_21,100,250,0,100
2022.6.24 11:00,GEAR_21,0,50,150,100
2022.6.24 12:00,GEAR_42,0,100,200,100
2022.6.24 14:00,GEAR_21,0,200,150,100
2022.6.24 16:00,GEAR_42,0,300,200,100
2022.6.24 17:00,GEAR_21,0,350,150,100
2022.6.24 20:00,GEAR_42,0,500,200,100
2022.6.27 8:00,GEAR_42,100,500,0,100
2022.6.27 8:00,GEAR_21,150,350,0,150
2022.6.27 11:00,GEAR_21,0,0,150,150
2022.6.27 12:00,GEAR_42,0,100,200,100
2022.6.27 14:00,GEAR_21,0,150,150,150
2022.6.27 16:00,GEAR_42,0,300,200,100
2022.6.27 17:00,GEAR_21,0,300,150,150
2022.6.27 20:00,GEAR_42,0,500,200,100
2022.6.28 8:00,GEAR_42,400,500,0,400
2022.6.28 8:00,GEAR_21,200,300,0,200
2022.6.28 11:00,GEAR_21,0,0,150,200
2022.6.28 12:00,GEAR_42,0,0,200,400
2022.6.28 14:00,GEAR_21,0,100,150,200
2022.6.28 16:00,GEAR_42,0,0,200,400
2022.6.28 17:00,GEAR_21,0,250,150,200
2022.6.28 20:00,GEAR_42,0,200,200,400
